JobId,BenefitId,BenefitValue
1901895,4,"Cán bộ được xây dựng lộ trình phát triển nghề nghiệp theo hướng nhiều hướng: Hướng quản lý, Hướng Chuyên gia, Hướng vừa Chuyên gia vừa Quản lý.
Được xem xét cử tham gia các khoá tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu"
1901895,15,"Được chi phúc lợi các ngày lễ tết, nghỉ mát, du xuân, sinh nhật, đám hỷ, đám hiếu, chi khen thưởng cho con có thành tích tốt trong học tập, chi thăm hỏi tứ thân phụ mẫu/vợ chồng/con khi ốm đau
Được hỗ trợ tiền ăn trưa, điện thoại liên lạc hàng tháng"
1901901,1,"Mức lương hấp dẫn, cạnh tranh, thỏa thuận tùy theo năng lực và kinh nghiệm ứng viên. Người lao động được hưởng lương theo vị trí chức danh, lương năng suất, thưởng doanh số, thưởng KPI, thưởng hoàn thành chỉ tiêu, bổ sung quỹ thu nhập kỳ 06 tháng/1 n"
1901901,2,"Người lao động được hưởng các chế độ BHXH, BHYT, BHSK theo quy định của pháp luật và luật Lao Động.
Được thăm khám sức khỏe định kỳ hàng năm tại các cơ sở khám chữa bệnh hiện đại."
1901901,3,"Được nghỉ hưởng nguyên lương 12 ngày nghỉ phép (Số ngày nghỉ hằng năm của người lao động được tăng thêm theo thâm niên làm việc), 11 ngày lễ theo quy định của pháp luật, 02 ngày nghỉ khám bệnh/năm với người lao động mắc bệnh hiểm nghèo."
1901901,4,"Cán bộ được xây dựng lộ trình phát triển nghề nghiệp theo hướng nhiều hướng: Hướng quản lý, Hướng Chuyên gia, Hướng vừa Chuyên gia vừa Quản lý.
Được xem xét cử tham gia các khoá tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu"
1901901,15,"Được chi phúc lợi các ngày lễ tết, nghỉ mát, du xuân, sinh nhật, đám hỷ, đám hiếu, chi khen thưởng cho con có thành tích tốt trong học tập, chi thăm hỏi tứ thân phụ mẫu/vợ chồng/con khi ốm đau
Được hỗ trợ tiền ăn trưa, điện thoại liên lạc hàng tháng"
1901903,2,"Người lao động được hưởng các chế độ BHXH, BHYT, BHSK theo quy định của pháp luật và luật Lao Động.
Được thăm khám sức khỏe định kỳ hàng năm tại các cơ sở khám chữa bệnh hiện đại."
1901903,3,"Được nghỉ hưởng nguyên lương 12 ngày nghỉ phép (Số ngày nghỉ hằng năm của người lao động được tăng thêm theo thâm niên làm việc), 11 ngày lễ theo quy định của pháp luật, 02 ngày nghỉ khám bệnh/năm với người lao động mắc bệnh hiểm nghèo."
1901903,4,"Cán bộ được xây dựng lộ trình phát triển nghề nghiệp theo hướng nhiều hướng: Hướng quản lý, Hướng Chuyên gia, Hướng vừa Chuyên gia vừa Quản lý.
Được xem xét cử tham gia các khoá tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu"
1901903,15,"Mức lương hấp dẫn, cạnh tranh, thỏa thuận tùy theo năng lực và kinh nghiệm ứng viên. Người lao động được hưởng lương theo vị trí chức danh, lương năng suất, thưởng doanh số, thưởng KPI, thưởng hoàn thành chỉ tiêu, bổ sung quỹ thu nhập kỳ 06 tháng/1 n"
1901892,2,"CBNV được hưởng các chế độ BHXH, BHYT, BHSK theo quy định của pháp luật và luật Lao Động.
Được thăm khám sức khỏe định kỳ hàng năm tại các cơ sở khám chữa bệnh hiện đại."
1901892,3,"Được nghỉ hưởng nguyên lương 12 ngày nghỉ phép (Số ngày nghỉ hằng năm của người lao động được tăng thêm theo thâm niên làm việc), 11 ngày lễ theo quy định của pháp luật, 02 ngày nghỉ khám bệnh/năm với người lao động mắc bệnh hiểm nghèo."
1901892,4,"Được xem xét cử tham gia các khoá tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu công việc nhằm nâng cao khả năng quản trị kinh doanh, trình độ chuyên môn nghiệp vụ, ngoại ngữ, lý luận chính trị, kỹ năng mềm."
1901892,15,"Mức lương hấp dẫn, cạnh tranh, thỏa thuận tùy theo năng lực và kinh nghiệm ứng viên. CBNV được hưởng lương theo vị trí chức danh, lương năng suất, thưởng doanh số, thưởng KPI, thưởng hoàn thành chỉ tiêu, bổ sung quỹ thu nhập kỳ 06 tháng/1 năm"
1901896,1,"Mức lương hấp dẫn, cạnh tranh, thỏa thuận tùy theo năng lực và kinh nghiệm ứng viên. Người lao động được hưởng lương theo vị trí chức danh, lương năng suất, thưởng doanh số, thưởng KPI, thưởng hoàn thành chỉ tiêu, bổ sung quỹ thu nhập kỳ 06 tháng/1 n"
1901896,2,"Người lao động được hưởng các chế độ BHXH, BHYT, BHSK theo quy định của pháp luật và luật Lao Động.
Được thăm khám sức khỏe định kỳ hàng năm tại các cơ sở khám chữa bệnh hiện đại."
1901896,3,"Được nghỉ hưởng nguyên lương 12 ngày nghỉ phép (Số ngày nghỉ hằng năm của người lao động được tăng thêm theo thâm niên làm việc), 11 ngày lễ theo quy định của pháp luật, 02 ngày nghỉ khám bệnh/năm với người lao động mắc bệnh hiểm nghèo."
1901896,4,"Cán bộ được xây dựng lộ trình phát triển nghề nghiệp theo hướng nhiều hướng: Hướng quản lý, Hướng Chuyên gia, Hướng vừa Chuyên gia vừa Quản lý.
Được xem xét cử tham gia các khoá tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu"
1901896,15,"Được chi phúc lợi các ngày lễ tết, nghỉ mát, du xuân, sinh nhật, đám hỷ, đám hiếu, chi khen thưởng cho con có thành tích tốt trong học tập, chi thăm hỏi tứ thân phụ mẫu/vợ chồng/con khi ốm đau
Được hỗ trợ tiền ăn trưa, điện thoại liên lạc hàng tháng"
1901900,2,"Người lao động được hưởng các chế độ BHXH, BHYT, BHSK theo quy định của pháp luật và luật Lao Động.
Được thăm khám sức khỏe định kỳ hàng năm tại các cơ sở khám chữa bệnh hiện đại."
1901900,3,"Được nghỉ hưởng nguyên lương 12 ngày nghỉ phép (Số ngày nghỉ hằng năm của người lao động được tăng thêm theo thâm niên làm việc), 11 ngày lễ theo quy định của pháp luật."
1901900,4,"Được xem xét cử tham gia các khóa tập huấn, đào tạo, khảo sát, hội thảo trong và ngoài nước theo yêu cầu công việc nhằm nâng cao khả năng quản trị kinh doanh, trình độ chuyên môn nghiệp vụ, ngoại ngữ, lý luận chính trị, kỹ năng mềm."
1901900,15,"Mức lương hấp dẫn, cạnh tranh, thỏa thuận tùy theo năng lực và kinh nghiệm ứng viên. Người lao động được hưởng lương theo vị trí chức danh, lương năng suất, thưởng doanh số, thưởng KPI, thưởng hoàn thành chỉ tiêu, bổ sung quỹ thu nhập kỳ 06 tháng"
1896627,1,"Thưởng lễ, tết: 30/4 & 1/5, 2/9, tết Dương Lịch, tết Nguyên Đán và các thưởng khác theo quy định công ty"
1896627,2,"Bảo hiểm y tế và xã hội (sau ký hợp đồng lao động chính thức)
Khám sức khỏe định kỳ: ít nhất 01 lần/năm"
1896627,3,Ngày nghỉ theo Luật lao động và theo chính sách Công ty
1896627,8,Hỗ trợ tiền điện thoại di động theo quy định công ty
1896627,9,Du lịch công ty: 03 lần năm
1896627,15,"Môi trường làm việc năng động, thân thiện, chuyên nghiệp
Xét lương theo năng lực: ít nhất 01 lần/năm
Phụ cấp khác: Thỏa thuận"
1902194,1,Phụ cấp khác: Lương tháng 13 & thưởng hấp dẫn theo kết quả doanh thu của Công ty. thưởng các ngày Lễ lớn. Đánh giá điều chỉnh lương định kỳ hàng năm
1902194,2,"Hưởng các chế độ BHXH, BHYT, BHTN, khám sức khỏe theo quy định."
1902194,3,"Đi du lịch, nghỉ phép năm (12 ngày), nghỉ lễ theo quy định của Luật lao động hiện hành và theo quy định của Công ty."
1902194,4,"Đào tạo, bồi dưỡng & phát triển nghề nghiệp: tham gia các khóa huấn luyện kỹ năng mềm hoặc chuyên môn theo nhu cầu của công ty."
1902194,9,Công ty chi trả 100% chi phí du lịch cho nhân viên
1902194,10,Làm việc trong môi trường năng động và hiện đại với nhiều
1897437,1,13th salary; Performance Bonus 2 times per year; Annually Salary Review
1897437,2,"Working from Mon to Fri, 24/24 & PVI Health care insurance, Compulsory Insurance full salary"
1897437,9,"Company trip, Year end party, Birthday gift, Mid-autum gift, other engagement actitivies"
1896974,1,13 tháng lương/năm và kèm theo tháng thưởng dựa trên năng lực
1896974,4,"Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến"
1896974,15,"Chính sách phúc lợi vượt trội, hưởng theo quy định Ngân hàng"
1897068,1,13th salary; Performance Bonus 2 times per year; Annually Salary Review
1897068,2,"Working from Mon to Fri, 24/24 & PVI Health care insurance, Compulsory Insurance full salary"
1897068,9,"Company trip, Year end party, Birthday gift, Mid-autum gift, other engagement actitivies"
1896996,2,Excellent insurance package
1896996,7,"Top office in a central location, Sky Garden area"
1896996,10,"Excellent working conditions, casual atmosphere, and state-of-the-art hardware"
1884477,1,Mức lương cạnh tranh
1884477,11,Xe đưa đón theo chính sách của công ty ở các khu vực lân cận.
1884477,15,"Bảo hiểm y tế theo luật, bảo hiểm tai nạn 24/7."
1885066,1,Annual bonus: 2 - 3 months under minimum KPI requirement
1885066,3,Birthday bonus
1885066,4,"Fast promotion opportunities based on personal ability
Regular training"
1885066,5,Company team building
1885066,10,"Work in a dynamic, open, creative environment"
1885066,12,Lifestyle oriented; dynamic and energetic environment.
1894452,1,"Lương Tháng 13, Thưởng KPI"
1894452,11,Xe đưa đón từ nhiều điểm
1894452,15,"- Mức lương cạnh tranh, thử việc 100% lương
- Được đào tạo trong môi trường chuyên nghiệp
- Ăn sáng, ăn trưa + ăn ca miễn phí.
- Làm việc từ thứ 2 ~ Thứ 6 
- Tăng lương hàng năm, du lịch  teambuilding, quà lễ tết, và nhiều chế độ khác"
1896365,2,Hưởng đầy đủ các chế độ bảo hiểm theo quy định của pháp luật và các phúc lợi của Vingroup.
1896365,4,"Được đào tạo và phát triển kỹ năng chuyên môn, tiếp cận với công nghệ ô tô điện tiên tiến nhất."
1896365,15,"Mức lương cạnh tranh, hấp dẫn, tương xứng với năng lực và kinh nghiệm.
Cơ hội làm việc trong môi trường chuyên nghiệp, năng động và sáng tạo.
Cơ hội thăng tiến và phát triển sự nghiệp trong một tập đoàn hàng đầu Việt Nam."
1885703,1,Thưởng tháng 13
1885703,2,Bảo hiểm Bảo Việt
1885703,15,Thưởng KPI theo kết quả kinh Doanh
1885405,1,13th month pay guaranteed; Individual Performance Bonus; Company Bonus.
1885405,2,24/7 Healthcare Plan for full-time employee.
1885405,3,"14 full paid annual leave, 5 full paid sick leave."
1897649,1,Lương tháng 13
1897649,2,Chăm sóc sức khỏe bệnh viện quốc tế Vinmec
1897649,9,Du lịch nghỉ dưỡng hàng năm
1899011,1,thưởng theo quy định công ty và theo performance
1899012,1,Attractive Bonus
1899012,2,Premium Healthcare Package
1899012,3,18 days
1898999,1,Lương hấp dẫn
1898999,3,"Tham gia đầy đủ BHXH, BHYT, BHTN theo quy định của Nhà nước; được khám sức khoẻ định kỳ hàng năm."
1898999,4,"Được tham gia các khoá đào tạo, huấn luyện phát triển kiến thức, kĩ năng; cơ hội thăng tiến."
1899036,1,Được tham gia đóng bảo hiểm theo quy định pháp luật ngay sau khi ký hợp đồng chính thức.
1899036,4,"Được tham gia các khóa đào tạo kỹ năng, đào tạo chuyên môn trong và ngoài nước…"
1899036,10,"Phụ cấp : Ăn trưa, Đồng phục, Đồ bảo hộ"
1898916,1,"ambitious company, where professionalism, innovation and vigor are rewarded"
1898916,11,Transportation is provided for employees from Ha Noi - Hai Dương
1898916,15,"Attractive salary and good working environment of international standards
Opportunities for personal as well as professional development
Challenging position in a professional and goal orientated company
High job satisfaction and openness valued"
1898980,4,Participate in continuing education and training to enhance legal knowledge and skills
1898862,1,Mức lương: Lương cạnh tranh
1898862,2,Được hưởng các chế độ theo quy định của Luật lao động và các quyền lợi khác theo quy định
1898862,10,Được làm việc trong môi trường chuyên nghiệp
1883931,2,Clear policies and benefits for employees
1883931,4,Opportunities to be trained and instructed by experienced leaders
1883931,15,Work with friendly & supportive colleagues and leaders
1898955,1,Mức lương hấp dẫn
1898955,5,"Được hưởng đầy đủ chế độ bảo hiểm và ngày nghỉ, lễ Tết theo luật"
1898955,7,"Được hỗ trợ laptop, điện thoại cá nhân"
1899064,1,Thưởng tết
1899064,2,Ăn trưa tại công ty
1899064,11,"Công ty có xe đưa đón tuyến Hà Nội - Bắc Ninh, Bắc Giang - Bắc ninh"
